"Layer","Domain","AccountName","AccountGroup","ActiveDirectoryRights","ObjectRights","ObjectDN","ObjectOwner","ObjectClassCategory","IdentitySID","ObjectSID"
"1","USON.LOCAL","USON\servicesadmin","USON\Domain Admins","CreateChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","DC=USON,DC=LOCAL","BUILTIN\Administrators","Domain","S-1-5-21-2571279217-2041782082-3149958405-512","S-1-5-21-2571279217-2041782082-3149958405"
"1","USON.LOCAL","USON\servicesadmin","USON\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","CN=USON IT ADMIN,OU=SECURITY GROUPS,OU=USON,DC=USON,DC=LOCAL","USON\Domain Admins","Group","S-1-5-21-2571279217-2041782082-3149958405-512","S-1-5-21-2571279217-2041782082-3149958405-4122"
"1","USON.LOCAL","USON\servicesadmin","USON\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","CN=Miguel Olague,OU=DISABLED USERS,OU=USON,DC=USON,DC=LOCAL","USON\Domain Admins","User","S-1-5-21-2571279217-2041782082-3149958405-512","S-1-5-21-2571279217-2041782082-3149958405-3775"
"1","USON.LOCAL","USON\servicesadmin","USON\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","CN=Good Admin,OU=SYSTEMS  ACCOUNTS,OU=IT,OU=OMS,DC=USON,DC=LOCAL","USON\Domain Admins","User","S-1-5-21-2571279217-2041782082-3149958405-512","S-1-5-21-2571279217-2041782082-3149958405-3721"
"1","USON.LOCAL","USON\servicesadmin","USON\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","CN=Enterprise Admins,CN=Users,DC=USON,DC=LOCAL","USON\Domain Admins","Group","S-1-5-21-2571279217-2041782082-3149958405-512","S-1-5-21-2571279217-2041782082-3149958405-519"
"1","USON.LOCAL","USON\servicesadmin","USON\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","CN=Eddie Tajima,OU=SPECIAL,OU=OMS,DC=USON,DC=LOCAL","USON\Domain Admins","User","S-1-5-21-2571279217-2041782082-3149958405-512","S-1-5-21-2571279217-2041782082-3149958405-4132"
"1","USON.LOCAL","USON\servicesadmin","USON\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","CN=Domain Controllers,CN=Users,DC=USON,DC=LOCAL","USON\Domain Admins","Group","S-1-5-21-2571279217-2041782082-3149958405-512","S-1-5-21-2571279217-2041782082-3149958405-516"
"1","USON.LOCAL","USON\servicesadmin","USON\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","CN=Domain Admins,CN=Users,DC=USON,DC=LOCAL","USON\Domain Admins","Group","S-1-5-21-2571279217-2041782082-3149958405-512","S-1-5-21-2571279217-2041782082-3149958405-512"
"1","USON.LOCAL","USON\servicesadmin","USON\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","CN=AdminSDHolder,CN=System,DC=USON,DC=LOCAL","USON\Domain Admins","Container","S-1-5-21-2571279217-2041782082-3149958405-512",""
"1","USON.LOCAL","USON\servicesadmin","USON\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","CN=Administrators,CN=Builtin,DC=USON,DC=LOCAL","USON\Domain Admins","Group","S-1-5-21-2571279217-2041782082-3149958405-512","S-1-5-32-544"
"1","USON.LOCAL","USON\servicesadmin","USON\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","CN=Administrator,CN=Users,DC=USON,DC=LOCAL","USON\Domain Admins","User","S-1-5-21-2571279217-2041782082-3149958405-512","S-1-5-21-2571279217-2041782082-3149958405-500"
"1","USON.LOCAL","USON\servicesadmin","USON\Domain Admins","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","CN=Account Operators,CN=Builtin,DC=USON,DC=LOCAL","USON\Domain Admins","Group","S-1-5-21-2571279217-2041782082-3149958405-512","S-1-5-32-548"
"1","USON.LOCAL","USON\servicesadmin","BUILTIN\Administrators","ExtendedRight","DS-Replication-Get-Changes-In-Filtered-Set","DC=USON,DC=LOCAL","BUILTIN\Administrators","Domain","S-1-5-32-544","S-1-5-21-2571279217-2041782082-3149958405"
"1","USON.LOCAL","USON\servicesadmin","BUILTIN\Administrators","ExtendedRight","DS-Replication-Get-Changes-All","DC=USON,DC=LOCAL","BUILTIN\Administrators","Domain","S-1-5-32-544","S-1-5-21-2571279217-2041782082-3149958405"
"1","USON.LOCAL","USON\servicesadmin","BUILTIN\Administrators","ExtendedRight","DS-Replication-Get-Changes","DC=USON,DC=LOCAL","BUILTIN\Administrators","Domain","S-1-5-32-544","S-1-5-21-2571279217-2041782082-3149958405"
"1","USON.LOCAL","USON\servicesadmin","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","DC=USON,DC=LOCAL","BUILTIN\Administrators","Domain","S-1-5-32-544","S-1-5-21-2571279217-2041782082-3149958405"
"1","USON.LOCAL","USON\servicesadmin","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=USON AD RESET & UNLOCK PASSWORD,OU=SECURITY GROUPS,OU=USON,DC=USON,DC=LOCAL","USON\Domain Admins","Group","S-1-5-32-544","S-1-5-21-2571279217-2041782082-3149958405-5384"
"1","USON.LOCAL","USON\servicesadmin","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=USON AD ADMIN ONLY,OU=SECURITY GROUPS,OU=USON,DC=USON,DC=LOCAL","USON\Domain Admins","Group","S-1-5-32-544","S-1-5-21-2571279217-2041782082-3149958405-5293"
"1","USON.LOCAL","USON\servicesadmin","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=Shelley Ray,OU=SPECIAL,OU=OMS,DC=USON,DC=LOCAL","USON\Domain Admins","User","S-1-5-32-544","S-1-5-21-2571279217-2041782082-3149958405-3891"
"1","USON.LOCAL","USON\servicesadmin","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=S-1-5-9,CN=ForeignSecurityPrincipals,DC=USON,DC=LOCAL","USON\Domain Admins","top foreignSecurityPrincipal ","S-1-5-32-544","S-1-5-9"
"1","USON.LOCAL","USON\servicesadmin","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=Organization Management,OU=Microsoft Exchange Security Groups,DC=USON,DC=LOCAL","USON\Domain Admins","Group","S-1-5-32-544","S-1-5-21-2571279217-2041782082-3149958405-3776"
"1","USON.LOCAL","USON\servicesadmin","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=Laleen Shah,OU=SPECIAL,OU=OMS,DC=USON,DC=LOCAL","USON\Domain Admins","User","S-1-5-32-544","S-1-5-21-2571279217-2041782082-3149958405-5373"
"1","USON.LOCAL","USON\servicesadmin","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=Exchange Windows Permissions,OU=Microsoft Exchange Security Groups,DC=USON,DC=LOCAL","USON\Domain Admins","Group","S-1-5-32-544","S-1-5-21-2571279217-2041782082-3149958405-3790"
"1","USON.LOCAL","USON\servicesadmin","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=Exchange Trusted Subsystem,OU=Microsoft Exchange Security Groups,DC=USON,DC=LOCAL","USON\Domain Admins","Group","S-1-5-32-544","S-1-5-21-2571279217-2041782082-3149958405-3788"
"1","USON.LOCAL","USON\servicesadmin","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=Exchange Enterprise Servers,CN=Users,DC=USON,DC=LOCAL","USON\Domain Admins","Group","S-1-5-32-544","S-1-5-21-2571279217-2041782082-3149958405-1113"
"1","USON.LOCAL","USON\servicesadmin","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=Eddie Tajima,OU=SPECIAL,OU=OMS,DC=USON,DC=LOCAL","USON\Domain Admins","User","S-1-5-32-544","S-1-5-21-2571279217-2041782082-3149958405-4132"
"1","USON.LOCAL","USON\servicesadmin","BUILTIN\Administrators","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=USON IT ADMIN,OU=SECURITY GROUPS,OU=USON,DC=USON,DC=LOCAL","USON\Domain Admins","Group","S-1-5-32-544","S-1-5-21-2571279217-2041782082-3149958405-4122"
"1","USON.LOCAL","USON\servicesadmin","BUILTIN\Administrators","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=Miguel Olague,OU=DISABLED USERS,OU=USON,DC=USON,DC=LOCAL","USON\Domain Admins","User","S-1-5-32-544","S-1-5-21-2571279217-2041782082-3149958405-3775"
"1","USON.LOCAL","USON\servicesadmin","BUILTIN\Administrators","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=Good Admin,OU=SYSTEMS  ACCOUNTS,OU=IT,OU=OMS,DC=USON,DC=LOCAL","USON\Domain Admins","User","S-1-5-32-544","S-1-5-21-2571279217-2041782082-3149958405-3721"
"1","USON.LOCAL","USON\servicesadmin","BUILTIN\Administrators","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=Enterprise Admins,CN=Users,DC=USON,DC=LOCAL","USON\Domain Admins","Group","S-1-5-32-544","S-1-5-21-2571279217-2041782082-3149958405-519"
"1","USON.LOCAL","USON\servicesadmin","BUILTIN\Administrators","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=Eddie Tajima,OU=SPECIAL,OU=OMS,DC=USON,DC=LOCAL","USON\Domain Admins","User","S-1-5-32-544","S-1-5-21-2571279217-2041782082-3149958405-4132"
"1","USON.LOCAL","USON\servicesadmin","BUILTIN\Administrators","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=Domain Controllers,CN=Users,DC=USON,DC=LOCAL","USON\Domain Admins","Group","S-1-5-32-544","S-1-5-21-2571279217-2041782082-3149958405-516"
"1","USON.LOCAL","USON\servicesadmin","BUILTIN\Administrators","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=Domain Admins,CN=Users,DC=USON,DC=LOCAL","USON\Domain Admins","Group","S-1-5-32-544","S-1-5-21-2571279217-2041782082-3149958405-512"
"1","USON.LOCAL","USON\servicesadmin","BUILTIN\Administrators","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=AdminSDHolder,CN=System,DC=USON,DC=LOCAL","USON\Domain Admins","Container","S-1-5-32-544",""
"1","USON.LOCAL","USON\servicesadmin","BUILTIN\Administrators","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=Administrators,CN=Builtin,DC=USON,DC=LOCAL","USON\Domain Admins","Group","S-1-5-32-544","S-1-5-32-544"
"1","USON.LOCAL","USON\servicesadmin","BUILTIN\Administrators","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=Administrator,CN=Users,DC=USON,DC=LOCAL","USON\Domain Admins","User","S-1-5-32-544","S-1-5-21-2571279217-2041782082-3149958405-500"
"1","USON.LOCAL","USON\servicesadmin","BUILTIN\Administrators","CreateChild, DeleteChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","CN=Account Operators,CN=Builtin,DC=USON,DC=LOCAL","USON\Domain Admins","Group","S-1-5-32-544","S-1-5-32-548"
"1","USON.LOCAL","USON\service.replay","USON\Organization Management","GenericAll","ms-Exch-Dynamic-Distribution-List","DC=USON,DC=LOCAL","BUILTIN\Administrators","Domain","S-1-5-21-2571279217-2041782082-3149958405-3776","S-1-5-21-2571279217-2041782082-3149958405"
"1","USON.LOCAL","USON\service.replay","USON\Organization Management","GenericAll","ms-Exch-Dynamic-Distribution-List","CN=USON IT ADMIN,OU=SECURITY GROUPS,OU=USON,DC=USON,DC=LOCAL","USON\Domain Admins","Group","S-1-5-21-2571279217-2041782082-3149958405-3776","S-1-5-21-2571279217-2041782082-3149958405-4122"
"1","USON.LOCAL","USON\service.replay","USON\Organization Management","GenericAll","ms-Exch-Dynamic-Distribution-List","CN=USON AD RESET & UNLOCK PASSWORD,OU=SECURITY GROUPS,OU=USON,DC=USON,DC=LOCAL","USON\Domain Admins","Group","S-1-5-21-2571279217-2041782082-3149958405-3776","S-1-5-21-2571279217-2041782082-3149958405-5384"
"1","USON.LOCAL","USON\service.replay","USON\Organization Management","GenericAll","ms-Exch-Dynamic-Distribution-List","CN=USON AD ADMIN ONLY,OU=SECURITY GROUPS,OU=USON,DC=USON,DC=LOCAL","USON\Domain Admins","Group","S-1-5-21-2571279217-2041782082-3149958405-3776","S-1-5-21-2571279217-2041782082-3149958405-5293"
"1","USON.LOCAL","USON\service.replay","USON\Organization Management","GenericAll","ms-Exch-Dynamic-Distribution-List","CN=Shelley Ray,OU=SPECIAL,OU=OMS,DC=USON,DC=LOCAL","USON\Domain Admins","User","S-1-5-21-2571279217-2041782082-3149958405-3776","S-1-5-21-2571279217-2041782082-3149958405-3891"
"1","USON.LOCAL","USON\service.replay","USON\Organization Management","GenericAll","ms-Exch-Dynamic-Distribution-List","CN=S-1-5-9,CN=ForeignSecurityPrincipals,DC=USON,DC=LOCAL","USON\Domain Admins","top foreignSecurityPrincipal ","S-1-5-21-2571279217-2041782082-3149958405-3776","S-1-5-9"
"1","USON.LOCAL","USON\service.replay","USON\Organization Management","GenericAll","ms-Exch-Dynamic-Distribution-List","CN=Organization Management,OU=Microsoft Exchange Security Groups,DC=USON,DC=LOCAL","USON\Domain Admins","Group","S-1-5-21-2571279217-2041782082-3149958405-3776","S-1-5-21-2571279217-2041782082-3149958405-3776"
"1","USON.LOCAL","USON\service.replay","USON\Organization Management","GenericAll","ms-Exch-Dynamic-Distribution-List","CN=Miguel Olague,OU=DISABLED USERS,OU=USON,DC=USON,DC=LOCAL","USON\Domain Admins","User","S-1-5-21-2571279217-2041782082-3149958405-3776","S-1-5-21-2571279217-2041782082-3149958405-3775"
"1","USON.LOCAL","USON\service.replay","USON\Organization Management","GenericAll","ms-Exch-Dynamic-Distribution-List","CN=Laleen Shah,OU=SPECIAL,OU=OMS,DC=USON,DC=LOCAL","USON\Domain Admins","User","S-1-5-21-2571279217-2041782082-3149958405-3776","S-1-5-21-2571279217-2041782082-3149958405-5373"
"1","USON.LOCAL","USON\service.replay","USON\Organization Management","GenericAll","ms-Exch-Dynamic-Distribution-List","CN=Good Admin,OU=SYSTEMS  ACCOUNTS,OU=IT,OU=OMS,DC=USON,DC=LOCAL","USON\Domain Admins","User","S-1-5-21-2571279217-2041782082-3149958405-3776","S-1-5-21-2571279217-2041782082-3149958405-3721"
"1","USON.LOCAL","USON\service.replay","USON\Organization Management","GenericAll","ms-Exch-Dynamic-Distribution-List","CN=Exchange Windows Permissions,OU=Microsoft Exchange Security Groups,DC=USON,DC=LOCAL","USON\Domain Admins","Group","S-1-5-21-2571279217-2041782082-3149958405-3776","S-1-5-21-2571279217-2041782082-3149958405-3790"
"1","USON.LOCAL","USON\service.replay","USON\Organization Management","GenericAll","ms-Exch-Dynamic-Distribution-List","CN=Exchange Trusted Subsystem,OU=Microsoft Exchange Security Groups,DC=USON,DC=LOCAL","USON\Domain Admins","Group","S-1-5-21-2571279217-2041782082-3149958405-3776","S-1-5-21-2571279217-2041782082-3149958405-3788"
"1","USON.LOCAL","USON\service.replay","USON\Organization Management","GenericAll","ms-Exch-Dynamic-Distribution-List","CN=Exchange Enterprise Servers,CN=Users,DC=USON,DC=LOCAL","USON\Domain Admins","Group","S-1-5-21-2571279217-2041782082-3149958405-3776","S-1-5-21-2571279217-2041782082-3149958405-1113"
"1","USON.LOCAL","USON\service.replay","USON\Organization Management","GenericAll","ms-Exch-Dynamic-Distribution-List","CN=Enterprise Admins,CN=Users,DC=USON,DC=LOCAL","USON\Domain Admins","Group","S-1-5-21-2571279217-2041782082-3149958405-3776","S-1-5-21-2571279217-2041782082-3149958405-519"
"1","USON.LOCAL","USON\service.replay","USON\Organization Management","GenericAll","ms-Exch-Dynamic-Distribution-List","CN=Eddie Tajima,OU=SPECIAL,OU=OMS,DC=USON,DC=LOCAL","USON\Domain Admins","User","S-1-5-21-2571279217-2041782082-3149958405-3776","S-1-5-21-2571279217-2041782082-3149958405-4132"
"1","USON.LOCAL","USON\service.replay","USON\Organization Management","GenericAll","ms-Exch-Dynamic-Distribution-List","CN=Domain Controllers,CN=Users,DC=USON,DC=LOCAL","USON\Domain Admins","Group","S-1-5-21-2571279217-2041782082-3149958405-3776","S-1-5-21-2571279217-2041782082-3149958405-516"
"1","USON.LOCAL","USON\service.replay","USON\Organization Management","GenericAll","ms-Exch-Dynamic-Distribution-List","CN=Domain Admins,CN=Users,DC=USON,DC=LOCAL","USON\Domain Admins","Group","S-1-5-21-2571279217-2041782082-3149958405-3776","S-1-5-21-2571279217-2041782082-3149958405-512"
"1","USON.LOCAL","USON\service.replay","USON\Organization Management","GenericAll","ms-Exch-Dynamic-Distribution-List","CN=AdminSDHolder,CN=System,DC=USON,DC=LOCAL","USON\Domain Admins","Container","S-1-5-21-2571279217-2041782082-3149958405-3776",""
"1","USON.LOCAL","USON\service.replay","USON\Organization Management","GenericAll","ms-Exch-Dynamic-Distribution-List","CN=Administrators,CN=Builtin,DC=USON,DC=LOCAL","USON\Domain Admins","Group","S-1-5-21-2571279217-2041782082-3149958405-3776","S-1-5-32-544"
"1","USON.LOCAL","USON\service.replay","USON\Organization Management","GenericAll","ms-Exch-Dynamic-Distribution-List","CN=Administrator,CN=Users,DC=USON,DC=LOCAL","USON\Domain Admins","User","S-1-5-21-2571279217-2041782082-3149958405-3776","S-1-5-21-2571279217-2041782082-3149958405-500"
"1","USON.LOCAL","USON\service.replay","USON\Organization Management","GenericAll","ms-Exch-Dynamic-Distribution-List","CN=Account Operators,CN=Builtin,DC=USON,DC=LOCAL","USON\Domain Admins","Group","S-1-5-21-2571279217-2041782082-3149958405-3776","S-1-5-32-548"
"1","USON.LOCAL","USON\service.replay","USON\Organization Management","GenericAll","All","CN=Organization Management,OU=Microsoft Exchange Security Groups,DC=USON,DC=LOCAL","USON\Domain Admins","Group","S-1-5-21-2571279217-2041782082-3149958405-3776","S-1-5-21-2571279217-2041782082-3149958405-3776"
"1","USON.LOCAL","USON\service.replay","USON\Organization Management","GenericAll","All","CN=Exchange Windows Permissions,OU=Microsoft Exchange Security Groups,DC=USON,DC=LOCAL","USON\Domain Admins","Group","S-1-5-21-2571279217-2041782082-3149958405-3776","S-1-5-21-2571279217-2041782082-3149958405-3790"
"1","USON.LOCAL","USON\service.replay","USON\Organization Management","GenericAll","All","CN=Exchange Trusted Subsystem,OU=Microsoft Exchange Security Groups,DC=USON,DC=LOCAL","USON\Domain Admins","Group","S-1-5-21-2571279217-2041782082-3149958405-3776","S-1-5-21-2571279217-2041782082-3149958405-3788"
"1","USON.LOCAL","USON\service.replay","USON\Enterprise Admins","GenericAll","All","DC=USON,DC=LOCAL","BUILTIN\Administrators","Domain","S-1-5-21-2571279217-2041782082-3149958405-519","S-1-5-21-2571279217-2041782082-3149958405"
"1","USON.LOCAL","USON\service.replay","USON\Enterprise Admins","GenericAll","All","CN=USON AD RESET & UNLOCK PASSWORD,OU=SECURITY GROUPS,OU=USON,DC=USON,DC=LOCAL","USON\Domain Admins","Group","S-1-5-21-2571279217-2041782082-3149958405-519","S-1-5-21-2571279217-2041782082-3149958405-5384"
"1","USON.LOCAL","USON\service.replay","USON\Enterprise Admins","GenericAll","All","CN=USON AD ADMIN ONLY,OU=SECURITY GROUPS,OU=USON,DC=USON,DC=LOCAL","USON\Domain Admins","Group","S-1-5-21-2571279217-2041782082-3149958405-519","S-1-5-21-2571279217-2041782082-3149958405-5293"
"1","USON.LOCAL","USON\service.replay","USON\Enterprise Admins","GenericAll","All","CN=Shelley Ray,OU=SPECIAL,OU=OMS,DC=USON,DC=LOCAL","USON\Domain Admins","User","S-1-5-21-2571279217-2041782082-3149958405-519","S-1-5-21-2571279217-2041782082-3149958405-3891"
